station name,station latitude,station longitude,use_count
Forsyth St & Broome St,40.71893903995119,-73.99266287989468,96647
Forsyth St & Canal St,40.71581549992676,-73.99422365991927,82573
Franklin Ave & Empire Blvd,40.66313999998859,-73.96056949999274,21428
Franklin Ave & Myrtle Ave,40.69454608724038,-73.95801365375519,12573
Franklin Ave & St Marks Ave,40.675832399990846,-73.95616770000188,16286
Franklin St & Dupont St,40.735639999993616,-73.95866000000366,23680
Franklin St & W Broadway,40.71911551995158,-74.00666661001593,53276
Frederick Douglass Blvd & W 112 St,40.80169399999113,-73.95714500002477,33470
Frederick Douglass Blvd & W 115 St,40.80386539999785,-73.9559308000023,6018
Frederick Douglass Blvd & W 117 St,40.80515899998524,-73.95469200004682,38463
Frederick Douglass Blvd & W 129 St,40.812551099995986,-73.94922860000923,10393
Front St & Gold St,40.70224000001136,-73.98257800003702,24348
Front St & Maiden Ln,40.70530954002196,-74.0061257200879,50185
Front St & Washington St,40.7025508799858,-73.98940235993224,57590
Frost St & Meeker St,40.71763999999261,-73.94882000000824,9684
Fulton St & Adams St,40.69241829261719,-73.98949474096298,55678
Fulton St & Broadway,40.71106600004736,-74.0094469999897,83491
Fulton St & Clermont Ave,40.684157480010185,-73.96922273001903,15337
Fulton St & Grand Ave,40.68223166000095,-73.96145830000664,22443
Fulton St & Rockwell Pl,40.68822600002473,-73.97938199998576,23507
Fulton St & Utica Ave,40.67942679999485,-73.92989110001074,12566
Fulton St & Waverly Ave,40.68323865462366,-73.96599590778352,28063
Fulton St & William St,40.70955958002527,-74.00653608995243,45223
GOW Tech Shop,40.66979964220025,-73.99497985839844,16
Gansevoort St & Hudson St,40.739448201346306,-74.00507032871245,77938
Garfield Pl & 8 Ave,40.67119779999469,-73.974841259969,19766
Gold St & Frankfort St,40.710699946294326,-74.00354146957396,25374
Graham Ave & Conselyea St,40.71514300000772,-73.94450700002906,44007
Graham Ave & Grand St,40.71186299998275,-73.94402400001734,20089
Graham Ave & Herbert St,40.7192930100099,-73.94500378999122,12476
Graham Ave & Withers St,40.71698110000055,-73.94485917999516,16686
Grand Army Plaza & Central Park S,40.76439709990889,-73.97371464981555,154418
Grand Army Plaza & Plaza St West,40.67296790003926,-73.97087984005526,43762
Grand Ave & Bergen St,40.678044999988096,-73.96240799998911,18587
Grand St & Elizabeth St,40.71882199996307,-73.9959600001007,131562
Grand St & Greene St,40.721654810010726,-74.00234736999707,66953
Grand St & Havemeyer St,40.712868439981094,-73.95698119001244,35515
Great Jones St,40.727434230033005,-73.99379025013583,148293
Greene Ave & Nostrand Ave,40.68833370000331,-73.95091599997849,11746
Greene Ave & Throop Ave,40.68949319999792,-73.94206100000773,10897
Greenpoint Ave & Manhattan Ave,40.7302600000212,-73.95393999995555,36916
Greenwich Ave & 8 Ave,40.73901691209174,-74.0026376103049,27470
Greenwich Ave & Charles St,40.735237999939336,-74.00027099997138,93648
Greenwich St & W Houston St,40.728846000034345,-74.00859099999091,103335
Halsey St & Tompkins Ave,40.68236869999833,-73.94411799999061,13551
Hancock St & Bedford Ave,40.68216564000379,-73.95399026001581,14070
Handlebar @ Gowanus,40.66979964220026,-73.99497985839844,4
Hanson Pl & Ashland Pl,40.68506807310461,-73.97790759801863,81545
Harrison St & Hudson St,40.71870987000766,-74.00900090001022,32869
Henry St & Atlantic Ave,40.69089271997293,-73.99612348995784,38652
Henry St & Bay St,40.67250580000097,-74.00494695000405,4739
Henry St & Degraw St,40.6847514000199,-73.99917253995694,32610
Henry St & Grand St,40.714215000007556,-73.98134599998635,62983
Henry St & Poplar St,40.70046900000599,-73.99145399996266,21587
Henry St & W 9 St,40.67630470981205,-74.00314222522805,3874
Henry St & W 9 St (OLD),40.67630357634184,-74.00314047932625,117
Henry St & W 9 St [old],40.67637439999999,-74.00324956999982,326
Hicks St & Montague St,40.69512844999045,-73.99595064996598,42520
Hope St & Union Ave,40.711673510021804,-73.95141311997422,29923
Howard St & Centre St,40.71910536998861,-73.99973336987537,80733
Hoyt St & Warren St,40.68435489999593,-73.98901629000741,8534
Hudson St & Reade St,40.71625007998067,-74.00910589993113,56615
Humboldt St & Varet St,40.70317240000871,-73.94063600000676,14873
Huron St & Franklin St,40.73265999998454,-73.9582600000075,31037
India St & Manhattan Ave,40.732321939998116,-73.95508580001871,29122
India St & West St,40.73181401721106,-73.95995020866394,14647
Jackson Ave & 46 Rd,40.74524767999623,-73.94733275999825,10918
Jackson St & Leonard St,40.71638031973313,-73.94821286201476,6605
Jay St & Tech Pl,40.69506500002987,-73.98716699996133,43711
Jay St & York St,40.701403172631224,-73.98672670125961,53856
John St & William St,40.708621439990544,-74.00722155999408,42692
Johnson St & Gold St,40.694748810019995,-73.9836246399694,27228
Kane St & Clinton St,40.68617580001619,-73.99645294999185,24408
Kent Ave & N 7 St,40.720367752954296,-73.96165072917937,80956
Kent Ave & S 11 St,40.70764494416495,-73.96841526031494,33230
Kingston Ave & Herkimer St,40.67890678999404,-73.94142771000041,11357
Kosciuszko St & Nostrand Ave,40.69072548999813,-73.95133465001052,10880
Kosciuszko St & Tompkins Ave,40.6912825800116,-73.94524160001791,13782
LaGuardia Pl & W 3 St,40.729170249952,-73.99810231008921,67553
Lafayette Ave & Classon Ave,40.6890044300019,-73.96023854003599,30410
Lafayette Ave & Fort Greene Pl,40.68691865003448,-73.97668200000247,35889
Lafayette Ave & St James Pl,40.68851533998348,-73.96476279995555,32293
Lafayette St & E 8 St,40.73020660526963,-73.99102628231049,162212
Lafayette St & Jersey St,40.72430527249353,-73.99600982666016,116828
Laight St & Hudson St,40.72185378999145,-74.00771779002541,23552
Lawrence St & Willoughby St,40.69236177998046,-73.98631745996677,46163
Lefferts Pl & Franklin Ave,40.680342422997064,-73.95576893920122,16593
Lenox Ave & W 111 St,40.798785899998634,-73.95230000000436,46908
Lenox Ave & W 115 St,40.801193900009096,-73.95007390001486,15565
Lenox Ave & W 117 St,40.80255660000065,-73.94907820000431,15705
Lenox Ave & W 126 St,40.80844199997889,-73.94520869997012,25036
Lenox Ave & W 130 St,40.8107922000088,-73.94306809997663,22206
Leonard St & Boerum St,40.70583339000474,-73.94644577999335,9822
Leonard St & Church St,40.717571000040856,-74.00554900007593,47568
Leonard St & Maujer St,40.71036854235004,-73.94705951213838,17027
Leonard St & Nassau Ave,40.723956785017975,-73.94984364509583,24350
Lewis Ave & Decatur St,40.681459799996304,-73.93490300000427,6760
Lewis Ave & Kosciuszko St,40.69237073999836,-73.93705427998745,11675
Lewis Ave & Madison St,40.68631199999347,-73.93577500001402,13985
Lexington Ave & Classon Ave,40.686767930014,-73.95928168000133,20639
Lexington Ave & E 111 St,40.79541209999244,-73.94412320001722,13492
Lexington Ave & E 120 St,40.80130660000566,-73.93981670000332,6231
Lexington Ave & E 127 St,40.80572599999789,-73.93632199999522,5501
Lexington Ave & E 24 St,40.74025877993833,-73.98409213988661,100034
Lexington Ave & E 29 St,40.74311555373133,-73.98215353488922,92259
Lexington Ave & E 63 St,40.76440023001816,-73.9664897699858,44007
Liberty St & Broadway,40.70905622994786,-74.01043382005939,77881
Lincoln Pl & Classon Ave,40.672168300001104,-73.96090000000153,7494
Lispenard St & Broadway,40.719392260035384,-74.00247213992012,64596
Little West St & 1 Pl,40.705692539947385,-74.01677685017843,97925
Lorimer St & Broadway,40.7041179100041,-73.94818595000696,9026
MacDougal St & Prince St,40.72710257994941,-74.00297087991108,119405
MacDougal St & Washington Sq,40.73226397997596,-73.9985220500388,68216
Macon St & Nostrand Ave,40.68098338539832,-73.95004797587514,30201
Madison Ave & E 120 St,40.802950000004074,-73.94295400001215,6750
Madison Ave & E 82 St,40.7781314000021,-73.96069399001627,36450
Madison Ave & E 99 St,40.78948541555098,-73.9524292945862,20230
Madison St & Clinton St,40.71269041998676,-73.98776323005566,39266
Madison St & Montgomery St,40.713126000012494,-73.98484400003775,32235
Maiden Ln & Pearl St,40.70706455997211,-74.00731853007969,43395
Marcus Garvey Blvd & Macon St,40.68260100000411,-73.9380370000118,9787
Marcy Ave & Lafayette Ave,40.69008149999937,-73.94791500001425,8560
Market St & Cherry St,40.71076228002242,-73.99400397996587,35163
McGuinness Blvd & Eagle St,40.73554999999924,-73.95283999997157,28474
McKibbin St & Manhattan Ave,40.70510918000563,-73.9440727899868,9775
Mercer St & Bleecker St,40.72706363350016,-73.99662137031554,109209
Mercer St & Spring St,40.72362738005523,-73.99949601006114,70790
Meserole Ave & Manhattan Ave,40.72708583997233,-73.95299117000222,39706
Metropolitan Ave & Bedford Ave,40.715348250089114,-73.96024116005914,83558
Metropolitan Ave & Meeker Ave,40.7141331099903,-73.95234385998057,31763
Milton St & Franklin St,40.72906000000479,-73.95778999993625,58036
Monroe St & Bedford Ave,40.68514429999218,-73.95380903997076,22242
Monroe St & Classon Ave,40.684568300017716,-73.95881080999972,17658
Monroe St & Tompkins Ave,40.68620300000897,-73.94469399997783,14520
Montgomery St & Franklin Ave,40.66643930686706,-73.96055638790129,3843
Montgomery St & Franklin Ave OLD,40.666164900000005,-73.9593484,10
Montrose Ave & Bushwick Ave,40.70767787999478,-73.94016170999892,16820
Morningside Ave & W 123 St,40.80999999999786,-73.95515079997598,12212
Morningside Dr & Amsterdam Ave,40.8102850630547,-73.95736455917357,6921
Mott St & Prince St,40.72317958006798,-73.99480011987065,102094
Mt Morris Park W & W 120 St,40.80403799999433,-73.9459250000022,14765
Murray St & Greenwich St,40.71485150525943,-74.01122331619263,67256
Murray St & West St,40.71497870002848,-74.01301199996382,62562
Myrtle Ave & Lewis Ave,40.6968196299875,-73.93756925995444,28249
Myrtle Ave & Marcy Ave,40.69539816999159,-73.94954907999107,12189
Myrtle Ave & St Edwards St,40.69327018001293,-73.97703873997537,14637
N 11 St & Kent Ave,40.72248188638732,-73.95921930670737,10887
N 11 St & Wythe Ave,40.721532669996876,-73.95782357000257,6486
N 12 St & Bedford Ave,40.720798210006976,-73.95484712001304,32404
N 15 St & Wythe Ave,40.72405499999881,-73.95573600000222,17479
N 6 St & Bedford Ave,40.717451690070554,-73.95850938997786,74949
N 8 St & Driggs Ave,40.717745919984615,-73.9560009599843,58286
NYCBS DEPOT - DELANCEY,40.71644423134479,-73.9823305606842,10
NYCBS Depot - GOW,40.66906013501236,-73.99463653564453,1527
NYCBS Depot - PIT,40.716909780459645,-73.98383796215056,2
NYCBS Depot - RIS,40.72520799999998,-73.97472400000001,64
NYCBS Depot - STY - Garage 4,40.73038010000043,-73.97475020000023,598
NYCBS Depot BAL - DYR,40.759030082196,-73.9938586950302,146
Nassau Ave & Newell St,40.72481256441705,-73.94752621650694,26066
Nassau Ave & Russell St,40.72557000000846,-73.94433999996792,32505
Nassau St & Navy St,40.69839895000266,-73.98068914001735,16980
Newton Rd & 44 St,40.75957009999669,-73.91426779999641,7358
Newtown Ave & 23 St,40.77136150000637,-73.9246145000129,9671
Norfolk St & Broome St,40.71722739999487,-73.98802084007585,62672
North Moore St & Greenwich St,40.720195214302265,-74.0103006362915,78243
Nostrand Ave & Myrtle Ave,40.69527008000261,-73.95238108000662,7956
Old Fulton St,40.70277159004545,-73.99383604994327,61534
Old Slip & Front St,40.70379920001018,-74.00838676001646,35775
Pacific St & Classon Ave,40.679194399999695,-73.95879030000548,6173
Pacific St & Nevins St,40.68537610000746,-73.98302135997194,20230
Park Ave & E 124 St,40.80455549998119,-73.93968609999867,43365
Park Ave & Marcus Garvey Blvd,40.69861699999697,-73.94134199999172,7355
Park Ave & St Edwards St,40.696089409996176,-73.97803414998813,6307
Park Pl & Church St,40.71334184275525,-74.00935515761375,17649
Park Pl & Franklin Ave,40.674180599992226,-73.95649470001422,11785
Park Pl & Vanderbilt Ave,40.67669999997804,-73.96902399999163,28096
Pearl St & Anchorage Pl,40.70281857997686,-73.98765762006184,36979
Pearl St & Hanover Square,40.704717699964604,-74.00926026994541,46978
Peck Slip & Front St,40.707872999983216,-74.0016700000649,64387
Perry St & Bleecker St,40.735353979983486,-74.00483090992456,51473
Pershing Square North,40.75187299974892,-73.97770600018674,294125
Pershing Square South,40.75158100007159,-73.97790999991457,104773
Picnic Point,40.68512559514591,-74.02535319328308,12024
Pier 40 - Hudson River Park,40.72771407768111,-74.01129573583603,105870
Pike St & E Broadway,40.714066670030995,-73.99293910993995,51645
Pike St & Monroe St,40.71173106997441,-73.99193043000182,34735
Pioneer St & Richards St,40.677774799995156,-74.00946129999515,5965
Pioneer St & Van Brunt St,40.67904299999182,-74.0111689999773,14479
Pitt St & Stanton St,40.71926080998467,-73.981780240006,18004
Plaza St West & Flatbush Ave,40.67502070001511,-73.97111472999681,38722
Pleasant Ave & E 116 St,40.794987899978295,-73.93333490001592,24991
Pleasant Ave & E 120 St,40.797477199993175,-73.93118469999433,7507
President St & Henry St,40.682800299990376,-73.99990418997473,19221
Prospect Park - 5 Year Anniversary Celebration,40.660652368729046,-73.9645904302597,144
Prospect Park West & 8 St,40.66514681535109,-73.97637605667114,22654
Prospect Pl & 6 Ave,40.67933069998953,-73.97519522998854,20834
Prospect Pl & Underhill Ave,40.676969400013824,-73.96579000002146,16031
Prototype Lab Motivate Headquarters,40.65659567482041,-74.00849282741547,24
Pulaski St & Marcus Garvey Blvd,40.69339820000075,-73.9398769999973,7051
Putnam Ave & Nostrand Ave,40.684019999991115,-73.94976999999238,9223
Putnam Ave & Throop Ave,40.685153199998304,-73.94111000001236,13287
Queens Plaza North & Crescent St,40.75110165001919,-73.94073717005925,49494
Railroad Ave & Kay Ave,40.7053119399978,-73.97100056000394,2626
Reade St & Broadway,40.71450450997754,-74.00562789001768,49593
Richards St & Delavan St,40.679432700003844,-74.00785041000601,6324
Richardson St & N Henry St,40.71907891180977,-73.94223690032959,22325
Riverside Blvd & W 67 St,40.777507027569456,-73.98888587951659,54099
Riverside Dr & W 104 St,40.80134340001093,-73.97114574392411,27608
Riverside Dr & W 72 St,40.780577990053146,-73.98562431335448,50086
Riverside Dr & W 78 St,40.78414471998955,-73.98362491999477,30846
Riverside Dr & W 82 St,40.78720869000785,-73.98128126998417,35445
Riverside Dr & W 91 St,40.79313480985049,-73.97700369358063,23787
Rivington St & Chrystie St,40.72110062999673,-73.99192540009436,53543
Rivington St & Ridge St,40.71850211002862,-73.98329858997236,39608
Roebling St & N 4 St,40.71469000001201,-73.95739000002399,18625
Rogers Ave & Sterling St,40.66306190000481,-73.95387460000327,8421
S 3 St & Bedford Ave,40.71260486002122,-73.96264402998933,43243
S 4 St & Rodney St,40.70933999997872,-73.95607999998006,20993
S 4 St & Wythe Ave,40.712858870030374,-73.96590294003532,74184
S 5 Pl & S 5 St,40.710450999942644,-73.96087600009164,74481
S Portland Ave & Atlantic Ave,40.683222541615855,-73.9738118648529,222
S Portland Ave & Hanson Pl,40.68539567000647,-73.97431457997742,23055
Sands St & Navy St,40.69977300000026,-73.97992700000353,4772
Schermerhorn St & 3 Ave,40.68680820503503,-73.98036181926726,7192
Schermerhorn St & Bond St,40.688417427528414,-73.98451656103134,42496
Schermerhorn St & Court St,40.691029256771344,-73.99183362722397,30801
Scholes St & Manhattan Ave,40.708703679989696,-73.94486250000952,22290
Sigourney St & Columbia St,40.67267243410477,-74.00879524648191,6371
Smart Cities Conference,40.71015471094894,-73.98453533649443,182
Smith St & 3 St,40.67872419999914,-73.99599098997804,21302
Smith St & 9 St,40.674695700025254,-73.99785768002133,23060
Soissons Landing,40.69231660718719,-74.01486575603484,15818
South End Ave & Liberty St,40.71151200004653,-74.01575599986873,150976
South St & Gouverneur Ln,40.70355377008089,-74.00670227009402,93522
South St & Whitehall St,40.7012212799893,-74.01234218004308,60338
St James Pl & Oliver St,40.713079160026446,-73.99851192999643,45373
St James Pl & Pearl St,40.71117416000737,-74.00016544998759,19843
St Johns Pl & Washington Ave,40.673723599992044,-73.9631611000053,17689
St Marks Pl & 1 Ave,40.72779125999663,-73.98564944995441,97614
St Marks Pl & 2 Ave,40.7284185999258,-73.98713956008248,101084
St Nicholas Ave & Manhattan Ave,40.8097250000284,-73.95314899996515,25808
St. Nicholas Ave & W 126 St,40.81143230001073,-73.95187760002582,17877
Stagg St & Union Ave,40.7087708399864,-73.95095258998131,25651
Stanton St & Chrystie St,40.722293459935955,-73.99147535015086,90592
Stanton St & Mangin St,40.717821429971075,-73.97628938996927,32732
State St & Smith St,40.68926941999338,-73.98912867000602,34135
Steinway St & 23 Ave,40.77139369999736,-73.90774360000263,8247
Steinway St & 28 Ave,40.76562510000075,-73.9136695000025,9901
Sterling Pl & 7 Ave,40.67716489467325,-73.97382795810701,26004
Sterling Pl & Bedford Ave,40.67269500000145,-73.95413099998378,13845
Sterling St & Bedford Ave,40.662705900001555,-73.9569115000015,4586
Suffolk St & Stanton St,40.720664420057254,-73.98517976987625,89974
Sullivan Pl & Bedford Ave,40.66424060000182,-73.95746860000348,2767
Sullivan St & Washington Sq,40.73047746997507,-73.9990606501155,102862
Thompson St & Bleecker St,40.72840059450828,-73.99968780577183,15144
Throop Ave & Myrtle Ave,40.6962293699969,-73.94371094000397,6083
Tompkins Ave & Hopkins St,40.699576080004945,-73.94708416999033,10035
Underhill Ave & Lincoln Pl,40.674012299984675,-73.96714570000675,21290
Underhill Ave & Pacific St,40.68048360000619,-73.9646794999967,16931
Union Ave & Jackson St,40.71607510000398,-73.9520290000121,13527
Union Ave & N 12 St,40.71924000000547,-73.95241999998767,32554
Union Ave & Wallabout St,40.70029511000029,-73.95032283000177,7950
Union St & 4 Ave,40.677274400012976,-73.98282002004044,24496
Union St & Bedford Ave,40.66917830000459,-73.95541619999867,5315
Union St & Nevins St,40.67909799723014,-73.98765474557877,22186
University Pl & E 14 St,40.73492695011028,-73.99200508996661,148027
University Pl & E 8 St,40.73143724083123,-73.99490341544151,86810
Van Brunt St & Van Dyke St,40.67583294391912,-74.01472628116608,13424
Van Brunt St & Wolcott St,40.67734290000519,-74.01275055998393,12303
Van Dyke St & Van Brunt St,40.675816225227294,-74.01488184928894,3618
Vernon Blvd & 10 St,40.767186300009655,-73.93735539998586,10401
Vernon Blvd & 30 Rd,40.770844999996584,-73.93417100000669,13346
Vernon Blvd & 31 Ave,40.7692474999947,-73.9354503999939,7196
Vernon Blvd & 41 Rd,40.75524329999613,-73.94856779999414,6293
Vernon Blvd & 47 Rd,40.744906699993614,-73.95345729999133,13979
Vernon Blvd & 50 Ave,40.742327440015785,-73.95411748998048,46450
Verona Pl & Fulton St,40.68035608403254,-73.94767910242079,13944
Vesey Pl & River Terrace,40.71533790006991,-74.01658353975226,127533
W 100 St & Broadway,40.79737209996158,-73.97041191998927,41256
W 100 St & Manhattan Ave,40.79500000000918,-73.96450000000063,28499
W 104 St & Amsterdam Ave,40.79904139287659,-73.96649479866028,11633
W 104 St & Amsterdam Ave - 1,40.79899370000531,-73.96621737780458,9330
W 106 St & Amsterdam Ave,40.80083630000981,-73.96644924720664,23057
W 106 St & Central Park West,40.7981855999853,-73.96059090058945,32294
W 107 St & Columbus Ave,40.79975680001507,-73.96211286759412,17677
W 11 St & 6 Ave,40.735324270049205,-73.99800419001261,65938
W 110 St & Amsterdam Ave,40.80269200002544,-73.96295000002038,24648
W 113 St & Broadway,40.805973000008,-73.96492800000122,24235
W 116 St & Amsterdam Ave,40.806758100014875,-73.96070820000021,28207
W 116 St & Broadway,40.808199999992844,-73.96409999998602,24976
W 12 St & W 4 St,40.73756121186305,-74.00398269295692,51268
W 120 St & Claremont Ave,40.81094939999355,-73.96340000000664,16664
W 129 St & Convent Ave,40.81439443791796,-73.95324736833571,7797
W 13 St & 5 Ave,40.73543933996126,-73.99453948003222,39518
W 13 St & 5 Ave -moved to 5947.04,40.73543934000123,-73.99453947999476,3270
W 13 St & 6 Ave,40.736494030006504,-73.99704374000422,67222
W 13 St & 7 Ave,40.73781508998995,-73.99994661005437,76965
W 13 St & Hudson St,40.73997354103595,-74.00513872504234,30166
W 15 St & 10 Ave,40.742753828715706,-74.00747358798982,74013
W 15 St & 6 Ave,40.73804614249118,-73.99642959237099,12285
W 15 St & 7 Ave,40.73935542005973,-73.99931783021302,120976
W 16 St & 8 Ave,40.74102150898249,-74.001384973526,122281
W 16 St & The High Line,40.74334935004898,-74.00681752992699,87544
W 17 St & 9 Ave,40.742948916599815,-74.00413691997528,65043
W 18 St & 6 Ave,40.73971301005387,-73.99456405008547,139162
W 18 St & 9 Ave,40.743533732422705,-74.00367558002472,53007
W 20 St & 11 Ave,40.74674499992513,-74.00775600021524,147865
W 20 St & 7 Ave,40.74238786996482,-73.9972623500548,88251
W 20 St & 8 Ave,40.7434533499556,-74.00004031003195,64716
W 21 St & 6 Ave,40.74173969012083,-73.99415555978983,209039
W 22 St & 10 Ave,40.74691959004265,-74.00451887009933,121877
W 22 St & 8 Ave,40.74475148001294,-73.99915361983999,119437
W 24 St & 7 Ave,40.74487634002711,-73.99529885006488,125107
W 25 St & 6 Ave,40.74395410996486,-73.99144870992367,109075
W 26 St & 10 Ave,40.74971775294573,-74.00295034607747,78812
W 26 St & 8 Ave,40.747348249916726,-73.9972355098013,111309
W 27 St & 10 Ave,40.750181563220345,-74.00218427181244,103187
W 27 St & 7 Ave,40.74664699997491,-73.99391500000013,113492
W 31 St & 7 Ave,40.74915600007336,-73.99159999994592,146318
W 33 St & 7 Ave,40.75019995004248,-73.9909308498287,148365
W 34 St & 11 Ave,40.75594158995623,-74.00211630009558,76234
W 35 St & Dyer Ave,40.75469175022505,-73.9974018931389,5462
W 36 St & 9 Ave,40.75462324031382,-73.99516761302948,48494
W 37 St & 10 Ave,40.75660359007445,-73.99790090012604,85524
W 37 St & 5 Ave,40.750380089975074,-73.98338987998265,64233
W 38 St & 8 Ave,40.75466590999263,-73.99138152021682,133402
W 4 St & 7 Ave S,40.734011429930504,-74.00293876996705,94676
W 41 St & 8 Ave,40.75640548013743,-73.99002620015375,171995
W 42 St & 8 Ave,40.75756989991497,-73.99098507007837,89402
W 42 St & Dyer Ave,40.758984813959714,-73.99379968643187,82444
W 43 St & 10 Ave,40.76009437008442,-73.99461842987738,83760
W 43 St & 6 Ave,40.75527307005495,-73.98316936007069,85795
W 44 St & 5 Ave,40.75500254003277,-73.9801443699934,60615
W 45 St & 6 Ave,40.75680009998283,-73.98291152996856,22105
W 45 St & 6 Ave (OLD),40.756687205998226,-73.98257732391356,47738
W 45 St & 8 Ave,40.75929124001362,-73.98859651008648,90853
W 46 St & 11 Ave,40.76341379002127,-73.99667443993573,75484
W 47 St & 10 Ave,40.7626988199755,-73.99301221993495,79874
W 49 St & 8 Ave,40.76227205003288,-73.98788204993839,107661
W 50 St & 9 Ave,40.76360467796968,-73.98917958140373,15835
W 52 St & 11 Ave,40.76727215995471,-73.99392888008411,75236
W 52 St & 5 Ave,40.75992261994577,-73.97648516009852,76541
W 52 St & 6 Ave,40.761329831189556,-73.97982001304626,96175
W 52 St & 9 Ave,40.76461837000436,-73.98789473000191,5402
W 53 St & 10 Ave,40.7666967100169,-73.99061727991642,74700
W 54 St & 9 Ave,40.76584941004684,-73.98690505987963,64227
W 55 St & 6 Ave,40.76309387276798,-73.97835016250609,74973
W 56 St & 10 Ave,40.7682540000196,-73.98863899995848,57455
W 59 St & 10 Ave,40.770512999976674,-73.98803800007093,57433
W 63 St & Broadway,40.77163850994376,-73.98261427995052,89145
W 64 St & Thelonious Monk Circle,40.77515953432244,-73.98918695747851,26773
W 64 St & West End Ave,40.77452834998814,-73.9875375900282,25734
W 67 St & Broadway,40.774925129962284,-73.9826656599208,82726
W 70 St & Amsterdam Ave,40.77748046000469,-73.9828859400004,49685
W 74 St & Columbus Ave,40.77856689996328,-73.97754961001749,35559
W 76 St & Columbus Ave,40.78018397237187,-73.97728532552719,61037
W 78 St & Broadway,40.78339981002588,-73.98093133000641,42262
W 82 St & Central Park West,40.782749999992014,-73.9713699999499,56309
W 84 St & Broadway,40.786794699973605,-73.97711199997852,48725
W 84 St & Columbus Ave,40.78499978996907,-73.97283405997428,54761
W 87 St & Amsterdam Ave,40.7883899999573,-73.97470000001563,41445
W 88 St & West End Ave,40.79025417331015,-73.97718340158461,22902
W 89 St & Columbus Ave,40.7882213000599,-73.97041560991846,55334
W 90 St & Amsterdam Ave,40.790179480944374,-73.97288918495178,27816
W 92 St & Broadway,40.79209999997926,-73.97390000005464,35349
W 95 St & Broadway,40.79377040005106,-73.9718880000429,51241
W Broadway & Spring Street,40.72494672362264,-74.00165855884552,70000
Warren St & Church St,40.714739930001,-74.00910626999169,6774
Warren St & Court St,40.68637100001198,-73.99383323995734,23983
Washington Ave & Greene Ave,40.68650065000893,-73.9656330700217,20984
Washington Ave & Park Ave,40.696102260002554,-73.96751037002578,27354
Washington Park,40.69178230000946,-73.97372990002982,24521
Washington Pl & 6 Ave,40.73224119002877,-74.00026394002374,60841
Washington Pl & Broadway,40.72903916997043,-73.99404648997744,78101
Washington St & Gansevoort St,40.73932300002103,-74.00811900007982,117575
Water - Whitehall Plaza,40.70255065003424,-74.01272339995494,39855
Watts St & Greenwich St,40.724055489991386,-74.00965964989211,71335
West Drive & Prospect Park West,40.66106337192121,-73.97945255041121,51359
West End Ave & W 107 St,40.80211739999614,-73.96818053047551,27282
West End Ave & W 94 St,40.794165399994846,-73.97412399995603,29601
West St & Chambers St,40.71754833987006,-74.01322069015715,186262
West Thames St,40.708346980031536,-74.01713445004827,75789
William St & Pine St,40.707179360023055,-74.00887307994155,41094
Willoughby Ave & Hall St,40.69196035000047,-73.96536851001649,31728
Willoughby Ave & Tompkins Ave,40.694254030004366,-73.9462691500065,10087
Willoughby Ave & Walworth St,40.69331716000673,-73.95381994999529,10507
Willoughby St & Fleet St,40.6919656600345,-73.98130179997571,52939
Wolcott St & Dwight St,40.675327400000555,-74.0100698000014,5059
Wyckoff St & 3 Ave,40.682754899989376,-73.98258555003156,18948
Wyckoff St & Bond St,40.684616538979476,-73.98721285164356,62
Wythe Ave & Metropolitan Ave,40.71688700001471,-73.96319800000879,66237
Yankee Ferry Terminal,40.686930999986046,-74.01696599998641,15774
York St & Jay St,40.70148509999865,-73.98656927999326,6042
old - E 13 St & Avenue A,40.72955360999917,-73.98057249000503,5058
