station name,station latitude,station longitude,use_count
E 2 St & Avenue A,40.72307749061663,-73.98583620786667,76541
E 2 St & Avenue B,40.72217444003689,-73.98368779009195,87677
E 2 St & Avenue C,40.720873600023104,-73.9808579500558,59804
E 20 St & 2 Ave,40.735876780003274,-73.9820502698968,96673
E 20 St & FDR Drive,40.733142590051784,-73.97573881011944,97123
E 20 St & Park Ave,40.73827427998355,-73.9875196798992,84332
E 23 St & 1 Ave,40.736502000045014,-73.97809472009017,105448
E 24 St & Park Ave S,40.740963739989425,-73.98602212982198,128340
E 25 St & 1 Ave,40.73817649996745,-73.97738661991815,72408
E 25 St & 2 Ave,40.73912600995586,-73.97973775982278,102306
E 27 St & 1 Ave,40.73944499996598,-73.97680599994855,67636
E 3 St & 1 Ave,40.72467721,-73.98783413,8
E 30 St & Park Ave S,40.74444920992514,-73.98303528994859,79429
E 31 St & 3 Ave,40.74394313994347,-73.97966068989324,85779
E 32 St & Park Ave,40.74571209998925,-73.9819482900195,116412
E 33 St & 1 Ave,40.743226814343814,-73.97449783980845,58243
E 33 St & 2 Ave,40.744022999958425,-73.97605600006857,43712
E 33 St & 5 Ave,40.747659469963374,-73.98490707009825,80808
E 35 St & 3 Ave,40.74652400003425,-73.97788499996766,59060
E 39 St & 2 Ave,40.74780372996465,-73.97344189994442,104186
E 39 St & 3 Ave,40.74890059991998,-73.97604881996125,83951
E 4 St & 2 Ave,40.72628069996078,-73.98978041009579,64546
E 41 St & 5 Ave,40.752722013803925,-73.98123621940613,11150
E 41 St & Madison Ave,40.752165280637136,-73.97992193698882,81284
E 43 St & 5 Ave,40.754120810831914,-73.98025184869765,52535
E 44 St & 2 Ave,40.75118387465806,-73.97138714790343,42162
E 45 St & 3 Ave,40.75255434000593,-73.97282624992403,61213
E 47 St & 1 Ave,40.752068619963666,-73.96784383994361,35031
E 47 St & 2 Ave,40.75323097997552,-73.97032517006188,58407
E 47 St & Park Ave,40.7551026698974,-73.97498695993156,145605
E 48 St & 3 Ave,40.754601102568856,-73.97187885502164,51348
E 48 St & 5 Ave,40.757245679042036,-73.97805914282799,106170
E 5 St & 2 Ave,40.72686951526899,-73.9891903102398,19036
